cv_rmse,aic,aicc,bic,rss,r_squared,n_predictors,feature_indices,features
0.4169013318200021,-95.24582636157244,-94.77523812627832,-89.22382680587504,8.727683442294978,0.4361181989780305,3,"(0, 2, 11)","['Net primary income (Net income from abroad) (current LCU)', 'Net primary income (BoP, current US$)', 'GNI (current US$)']"
0.4212987602806673,-95.1394896652679,-94.66890142997379,-89.1174901095705,8.744573819890366,0.4350269384389195,3,"(5, 11, 14)","['GNI, PPP (constant 2021 international $)', 'GNI (current US$)', 'GDP, PPP (constant 2021 international $)']"
0.4212987602806673,-95.1394896652679,-94.66890142997379,-89.1174901095705,8.744573819890366,0.4350269384389195,3,"(4, 12, 14)","['Net primary income (Net income from abroad) (current US$)', 'GDP, PPP (current international $)', 'GDP, PPP (constant 2021 international $)']"
0.4212987602806673,-95.1394896652679,-94.66890142997379,-89.1174901095705,8.744573819890366,0.4350269384389195,3,"(4, 12, 13)","['Net primary income (Net income from abroad) (current US$)', 'GDP, PPP (current international $)', 'GNI, Atlas method (current US$)']"
0.4212987602806673,-95.1394896652679,-94.66890142997379,-89.1174901095705,8.744573819890366,0.4350269384389195,3,"(5, 12, 13)","['GNI, PPP (constant 2021 international $)', 'GDP, PPP (current international $)', 'GNI, Atlas method (current US$)']"
0.4212987602806678,-95.13948966526789,-94.66890142997377,-89.11749010957047,8.744573819890368,0.4350269384389194,3,"(6, 11, 14)","['GNI (current LCU)', 'GNI (current US$)', 'GDP, PPP (constant 2021 international $)']"
0.4212987602806678,-95.13948966526789,-94.66890142997377,-89.11749010957047,8.744573819890368,0.4350269384389194,3,"(6, 12, 13)","['GNI (current LCU)', 'GDP, PPP (current international $)', 'GNI, Atlas method (current US$)']"
0.4454301702995354,-92.12045730771202,-91.6498690724179,-86.09845775201461,9.237994997978948,0.4031477777884951,3,"(0, 1, 2)","['Net primary income (Net income from abroad) (current LCU)', 'GDP (current LCU)', 'Net primary income (BoP, current US$)']"
0.4268735976970368,-93.97479108260018,-93.17479108260018,-85.94545834167029,8.612770766614634,0.4435425249118601,4,"(0, 2, 12, 13)","['Net primary income (Net income from abroad) (current LCU)', 'Net primary income (BoP, current US$)', 'GDP, PPP (current international $)', 'GNI, Atlas method (current US$)']"
0.42063053461723054,-93.82878887496321,-93.02878887496321,-85.79945613403332,8.635664477023862,0.44206339854998133,4,"(1, 5, 11, 13)","['GDP (current LCU)', 'GNI, PPP (constant 2021 international $)', 'GNI (current US$)', 'GNI, Atlas method (current US$)']"
0.42063053461723054,-93.82878887496321,-93.02878887496321,-85.79945613403332,8.635664477023862,0.44206339854998133,4,"(1, 4, 12, 14)","['GDP (current LCU)', 'Net primary income (Net income from abroad) (current US$)', 'GDP, PPP (current international $)', 'GDP, PPP (constant 2021 international $)']"
0.42063053461723054,-93.82878887496321,-93.02878887496321,-85.79945613403332,8.635664477023862,0.44206339854998133,4,"(1, 5, 12, 14)","['GDP (current LCU)', 'GNI, PPP (constant 2021 international $)', 'GDP, PPP (current international $)', 'GDP, PPP (constant 2021 international $)']"
0.42063053461723077,-93.82878887496317,-93.02878887496317,-85.79945613403328,8.635664477023868,0.442063398549981,4,"(4, 9, 12, 14)","['Net primary income (Net income from abroad) (current US$)', 'GDP (current US$)', 'GDP, PPP (current international $)', 'GDP, PPP (constant 2021 international $)']"
0.42063053461723066,-93.82878887496317,-93.02878887496317,-85.79945613403328,8.635664477023866,0.4420633985499811,4,"(5, 8, 11, 14)","['GNI, PPP (constant 2021 international $)', 'GNI (constant LCU)', 'GNI (current US$)', 'GDP, PPP (constant 2021 international $)']"
0.42063053461723077,-93.82878887496317,-93.02878887496317,-85.79945613403328,8.635664477023868,0.442063398549981,4,"(4, 9, 11, 13)","['Net primary income (Net income from abroad) (current US$)', 'GDP (current US$)', 'GNI (current US$)', 'GNI, Atlas method (current US$)']"
0.42063053461723066,-93.82878887496317,-93.02878887496317,-85.79945613403328,8.635664477023866,0.4420633985499811,4,"(5, 8, 11, 13)","['GNI, PPP (constant 2021 international $)', 'GNI (constant LCU)', 'GNI (current US$)', 'GNI, Atlas method (current US$)']"
0.42063053461723077,-93.82878887496317,-93.02878887496317,-85.79945613403328,8.635664477023868,0.442063398549981,4,"(5, 9, 11, 13)","['GNI, PPP (constant 2021 international $)', 'GDP (current US$)', 'GNI (current US$)', 'GNI, Atlas method (current US$)']"
0.43572322561002,-93.73542961978895,-92.93542961978895,-85.70609687885906,8.6503354560348,0.44111552983749436,4,"(6, 10, 11, 14)","['GNI (current LCU)', 'GNI: linked series (current LCU)', 'GNI (current US$)', 'GDP, PPP (constant 2021 international $)']"
0.43572322561002,-93.73542961978895,-92.93542961978895,-85.70609687885906,8.6503354560348,0.44111552983749436,4,"(6, 10, 12, 13)","['GNI (current LCU)', 'GNI: linked series (current LCU)', 'GDP, PPP (current international $)', 'GNI, Atlas method (current US$)']"
0.44489254534880657,-91.44390509725012,-90.97331686195601,-85.42190554155272,9.352332896519876,0.3957605872950951,3,"(1, 5, 13)","['GDP (current LCU)', 'GNI, PPP (constant 2021 international $)', 'GNI, Atlas method (current US$)']"
0.44489254534880657,-91.44390509725012,-90.97331686195601,-85.42190554155272,9.352332896519876,0.3957605872950951,3,"(1, 5, 14)","['GDP (current LCU)', 'GNI, PPP (constant 2021 international $)', 'GDP, PPP (constant 2021 international $)']"
