cv_rmse,aic,aicc,bic,rss,r_squared,n_predictors,feature_indices,features
0.1565029008381383,-228.2053617637463,-224.2053617637463,-210.13936309665408,0.6255475468942165,0.9938814412815905,9,"(0, 1, 3, 4, 7, 8, 9, 10, 12)","['Final consumption expenditure (current LCU)', 'GDP (constant LCU)', 'Net domestic credit (current LCU)', 'Gross domestic income (constant LCU)', 'GDP: linked series (current LCU)', 'GNI: linked series (current LCU)', 'Imports of goods and services (current LCU)', 'Gross value added at basic prices (GVA) (current LCU)', 'GDP (current LCU)']"
0.15312225647633565,-227.99106766283322,-223.99106766283322,-209.925068995741,0.6279895948480503,0.9938575553054199,9,"(1, 3, 4, 5, 6, 7, 9, 10, 12)","['GDP (constant LCU)', 'Net domestic credit (current LCU)', 'Gross domestic income (constant LCU)', 'Gross value added at basic prices (GVA) (constant LCU)', 'Exports of goods and services (current LCU)', 'GDP: linked series (current LCU)', 'Imports of goods and services (current LCU)', 'Gross value added at basic prices (GVA) (current LCU)', 'GDP (current LCU)']"
0.15303882671637956,-227.83732669335208,-223.83732669335208,-209.77132802625985,0.62974746383757,0.9938403613691875,9,"(1, 3, 4, 5, 7, 9, 10, 12, 14)","['GDP (constant LCU)', 'Net domestic credit (current LCU)', 'Gross domestic income (constant LCU)', 'Gross value added at basic prices (GVA) (constant LCU)', 'GDP: linked series (current LCU)', 'Imports of goods and services (current LCU)', 'Gross value added at basic prices (GVA) (current LCU)', 'GDP (current LCU)', 'Households and NPISHs Final consumption expenditure (current LCU)']"
0.15186138382035222,-227.78203072302966,-223.78203072302966,-209.71603205593743,0.6303809185263363,0.9938341654697265,9,"(1, 3, 4, 5, 7, 8, 9, 12, 13)","['GDP (constant LCU)', 'Net domestic credit (current LCU)', 'Gross domestic income (constant LCU)', 'Gross value added at basic prices (GVA) (constant LCU)', 'GDP: linked series (current LCU)', 'GNI: linked series (current LCU)', 'Imports of goods and services (current LCU)', 'GDP (current LCU)', 'Gross national expenditure (current LCU)']"
0.15305090760486129,-227.2094327161926,-223.2094327161926,-209.14343404910036,0.6369780152989024,0.9937696384418859,9,"(1, 2, 3, 4, 7, 8, 9, 11, 12)","['GDP (constant LCU)', 'Broad money (current LCU)', 'Net domestic credit (current LCU)', 'Gross domestic income (constant LCU)', 'GDP: linked series (current LCU)', 'GNI: linked series (current LCU)', 'Imports of goods and services (current LCU)', 'GNI (current LCU)', 'GDP (current LCU)']"
0.14602801512787222,-227.09092709718857,-223.09092709718857,-209.02492843009634,0.6383519581122071,0.9937561997355547,9,"(0, 1, 3, 4, 6, 7, 9, 10, 12)","['Final consumption expenditure (current LCU)', 'GDP (constant LCU)', 'Net domestic credit (current LCU)', 'Gross domestic income (constant LCU)', 'Exports of goods and services (current LCU)', 'GDP: linked series (current LCU)', 'Imports of goods and services (current LCU)', 'Gross value added at basic prices (GVA) (current LCU)', 'GDP (current LCU)']"
0.15040800454959516,-214.8166092358832,-214.34602100058908,-208.79460968018577,0.9925139060157525,0.9902920974705345,3,"(4, 10, 13)","['Gross domestic income (constant LCU)', 'Gross value added at basic prices (GVA) (current LCU)', 'Gross national expenditure (current LCU)']"
0.15585041860842033,-226.35326463813217,-222.35326463813217,-208.28726597103994,0.6469712349738299,0.9936718935115916,9,"(1, 3, 4, 6, 7, 8, 9, 12, 14)","['GDP (constant LCU)', 'Net domestic credit (current LCU)', 'Gross domestic income (constant LCU)', 'Exports of goods and services (current LCU)', 'GDP: linked series (current LCU)', 'GNI: linked series (current LCU)', 'Imports of goods and services (current LCU)', 'GDP (current LCU)', 'Households and NPISHs Final consumption expenditure (current LCU)']"
0.1441617052893083,-221.92943346631603,-219.54645474291178,-207.87810116968873,0.754052806868869,0.9926245152770315,7,"(3, 4, 7, 9, 10, 12, 14)","['Net domestic credit (current LCU)', 'Gross domestic income (constant LCU)', 'GDP: linked series (current LCU)', 'Imports of goods and services (current LCU)', 'Gross value added at basic prices (GVA) (current LCU)', 'GDP (current LCU)', 'Households and NPISHs Final consumption expenditure (current LCU)']"
0.149067686266804,-213.5701803328067,-213.09959209751258,-207.54818077710928,1.0152634020870306,0.9900695818069092,3,"(3, 10, 13)","['Net domestic credit (current LCU)', 'Gross value added at basic prices (GVA) (current LCU)', 'Gross national expenditure (current LCU)']"
