cv_rmse,aic,aicc,bic,rss,r_squared,n_predictors,feature_indices,features
2.0291216898720017,0.49659560231983235,4.496595602319832,18.56259426941207,40.00840147406914,0.9180350137944554,9,"(0, 4, 7, 8, 9, 10, 12, 13, 14)","['Central government debt, total (current LCU)', 'Exports of goods and services (current US$)', 'Imports of goods and services (constant LCU)', 'Imports of goods and services (current US$)', 'Exports of goods and services (BoP, current US$)', 'Exports of goods and services (constant LCU)', 'Market capitalization of listed domestic companies (current US$)', 'Imports of goods and services (BoP, current US$)', 'Exports of goods, services and primary income (BoP, current US$)']"
1.5822887208175491,0.5151739502664974,4.515173950266497,18.581172617358735,40.02191812051981,0.9180073223171893,9,"(0, 1, 6, 7, 8, 9, 10, 12, 13)","['Central government debt, total (current LCU)', 'Imports of goods, services and primary income (BoP, current US$)', 'Exports as a capacity to import (constant LCU)', 'Imports of goods and services (constant LCU)', 'Imports of goods and services (current US$)', 'Exports of goods and services (BoP, current US$)', 'Exports of goods and services (constant LCU)', 'Market capitalization of listed domestic companies (current US$)', 'Imports of goods and services (BoP, current US$)']"
2.866725851965579,1.2378761583221731,5.237876158322173,19.30387482541441,40.55127801991336,0.9169228256801596,9,"(0, 2, 4, 7, 8, 9, 10, 12, 13)","['Central government debt, total (current LCU)', 'Imports of goods and services (constant 2015 US$)', 'Exports of goods and services (current US$)', 'Imports of goods and services (constant LCU)', 'Imports of goods and services (current US$)', 'Exports of goods and services (BoP, current US$)', 'Exports of goods and services (constant LCU)', 'Market capitalization of listed domestic companies (current US$)', 'Imports of goods and services (BoP, current US$)']"
3.1312987580461167,1.6576056124933451,5.657605612493345,19.723604279585583,40.86192669386817,0.9162864014958048,9,"(1, 4, 5, 6, 7, 9, 10, 12, 13)","['Imports of goods, services and primary income (BoP, current US$)', 'Exports of goods and services (current US$)', 'Exports of goods and services (current LCU)', 'Exports as a capacity to import (constant LCU)', 'Imports of goods and services (constant LCU)', 'Exports of goods and services (BoP, current US$)', 'Exports of goods and services (constant LCU)', 'Market capitalization of listed domestic companies (current US$)', 'Imports of goods and services (BoP, current US$)']"
1.513369351983734,10.342772515648749,11.567262311567116,20.379438441811104,55.343842856187685,0.8866173816214737,5,"(7, 9, 10, 12, 13)","['Imports of goods and services (constant LCU)', 'Exports of goods and services (BoP, current US$)', 'Exports of goods and services (constant LCU)', 'Market capitalization of listed domestic companies (current US$)', 'Imports of goods and services (BoP, current US$)']"
1.4878239853207011,6.371424201157142,8.754402924561397,20.42275649778444,47.8768364996794,0.901914995384038,7,"(0, 3, 7, 9, 10, 11, 13)","['Central government debt, total (current LCU)', 'Exports of goods and services (constant 2015 US$)', 'Imports of goods and services (constant LCU)', 'Exports of goods and services (BoP, current US$)', 'Exports of goods and services (constant LCU)', 'Imports of goods and services (current LCU)', 'Imports of goods and services (BoP, current US$)']"
1.599544796094806,2.5476222774887365,6.5476222774887365,20.613620944580973,41.52853839241814,0.9149207178727908,9,"(0, 1, 3, 4, 6, 7, 9, 10, 12)","['Central government debt, total (current LCU)', 'Imports of goods, services and primary income (BoP, current US$)', 'Exports of goods and services (constant 2015 US$)', 'Exports of goods and services (current US$)', 'Exports as a capacity to import (constant LCU)', 'Imports of goods and services (constant LCU)', 'Exports of goods and services (BoP, current US$)', 'Exports of goods and services (constant LCU)', 'Market capitalization of listed domestic companies (current US$)']"
2.730114406334751,4.708006972779874,7.838441755388569,20.766672454639643,44.79176121693028,0.9082353716969354,8,"(0, 6, 8, 9, 10, 12, 13, 14)","['Central government debt, total (current LCU)', 'Exports as a capacity to import (constant LCU)', 'Imports of goods and services (current US$)', 'Exports of goods and services (BoP, current US$)', 'Exports of goods and services (constant LCU)', 'Market capitalization of listed domestic companies (current US$)', 'Imports of goods and services (BoP, current US$)', 'Exports of goods, services and primary income (BoP, current US$)']"
1.2254219852271238,2.720890236297235,6.720890236297235,20.786888903389475,41.65957314116049,0.9146522677228873,9,"(0, 3, 4, 7, 9, 10, 11, 12, 14)","['Central government debt, total (current LCU)', 'Exports of goods and services (constant 2015 US$)', 'Exports of goods and services (current US$)', 'Imports of goods and services (constant LCU)', 'Exports of goods and services (BoP, current US$)', 'Exports of goods and services (constant LCU)', 'Imports of goods and services (current LCU)', 'Market capitalization of listed domestic companies (current US$)', 'Exports of goods, services and primary income (BoP, current US$)']"
4.012678601883466,4.778615735061324,7.909050517670019,20.83728121692109,44.84930161353701,0.9081174890112903,8,"(0, 4, 7, 9, 10, 11, 12, 13)","['Central government debt, total (current LCU)', 'Exports of goods and services (current US$)', 'Imports of goods and services (constant LCU)', 'Exports of goods and services (BoP, current US$)', 'Exports of goods and services (constant LCU)', 'Imports of goods and services (current LCU)', 'Market capitalization of listed domestic companies (current US$)', 'Imports of goods and services (BoP, current US$)']"
