cv_rmse,aic,aicc,bic,rss,r_squared,n_predictors,feature_indices,features
0.3879939601513386,-113.54425030353457,-113.31348107276534,-109.52958393306963,6.489367042862375,0.9793427410704107,2,"(6, 12)","['Imports of goods and services (current LCU)', 'Final consumption expenditure (current LCU)']"
0.3584639672100502,-115.28634971519179,-114.81576147989767,-109.26435015949437,6.062527708785268,0.9807014761499842,3,"(7, 12, 13)","['GDP: linked series (current LCU)', 'Final consumption expenditure (current LCU)', 'GDP (current LCU)']"
0.3535312670659987,-119.04866474309802,-117.82417494717964,-109.01199881693566,5.264540283857407,0.9832416673196949,5,"(0, 1, 4, 6, 11)","['Gross value added at basic prices (GVA) (current LCU)', 'Exports as a capacity to import (constant LCU)', 'GDP (constant LCU)', 'Imports of goods and services (current LCU)', 'GNI (current LCU)']"
0.3741371715270835,-114.9849314521224,-114.51434321682828,-108.96293189642498,6.095843581365035,0.9805954234946481,3,"(6, 12, 13)","['Imports of goods and services (current LCU)', 'Final consumption expenditure (current LCU)', 'GDP (current LCU)']"
0.37526924746953666,-114.86678016782302,-114.39619193252891,-108.84478061212562,6.108952779638825,0.9805536936770385,3,"(2, 6, 11)","['Broad money (current LCU)', 'Imports of goods and services (current LCU)', 'GNI (current LCU)']"
0.3600684528340321,-116.67379107514334,-115.87379107514334,-108.64445833421345,5.700403625736631,0.9818542065933027,4,"(6, 10, 12, 13)","['Imports of goods and services (current LCU)', 'Gross national expenditure (current LCU)', 'Final consumption expenditure (current LCU)', 'GDP (current LCU)']"
0.37465575274855983,-116.67168648283138,-115.87168648283138,-108.64235374190149,5.7006217576490625,0.9818535122255213,4,"(4, 6, 13, 14)","['GDP (constant LCU)', 'Imports of goods and services (current LCU)', 'GDP (current LCU)', 'Net domestic credit (current LCU)']"
0.3637145083986279,-116.43897338170339,-115.6389733817034,-108.4096406407735,5.724793028010564,0.9817765690988317,4,"(4, 6, 8, 13)","['GDP (constant LCU)', 'Imports of goods and services (current LCU)', 'Gross national expenditure (constant LCU)', 'GDP (current LCU)']"
0.38109859064937857,-116.34181767603387,-115.54181767603387,-108.31248493510398,5.734914625231489,0.98174434955366,4,"(0, 3, 6, 13)","['Gross value added at basic prices (GVA) (current LCU)', 'Gross domestic income (constant LCU)', 'Imports of goods and services (current LCU)', 'GDP (current LCU)']"
0.38129786980150115,-115.87518435234892,-115.07518435234893,-107.84585161141904,5.783778021525643,0.9815888052882854,4,"(3, 6, 11, 12)","['Gross domestic income (constant LCU)', 'Imports of goods and services (current LCU)', 'GNI (current LCU)', 'Final consumption expenditure (current LCU)']"
0.38659841972343056,-115.87262976597223,-115.07262976597224,-107.84329702504235,5.784046667047024,0.981587950123204,4,"(2, 6, 9, 13)","['Broad money (current LCU)', 'Imports of goods and services (current LCU)', 'GNI: linked series (current LCU)', 'GDP (current LCU)']"
0.36742824751497166,-117.79433824051186,-116.56984844459349,-107.7576723143495,5.385982594028923,0.9828550864359737,5,"(0, 1, 5, 7, 13)","['Gross value added at basic prices (GVA) (current LCU)', 'Exports as a capacity to import (constant LCU)', 'Exports of goods and services (current LCU)', 'GDP: linked series (current LCU)', 'GDP (current LCU)']"
0.3814160014093606,-113.41839738461323,-112.94780914931911,-107.39639782891581,6.271964333578212,0.9800347876179422,3,"(3, 6, 11)","['Gross domestic income (constant LCU)', 'Imports of goods and services (current LCU)', 'GNI (current LCU)']"
0.38523290417040407,-113.14771087754633,-112.67712264225221,-107.12571132184891,6.3029083471431075,0.979936285175977,3,"(6, 10, 12)","['Imports of goods and services (current LCU)', 'Gross national expenditure (current LCU)', 'Final consumption expenditure (current LCU)']"
0.3856736453433797,-113.05467063404119,-112.58408239874707,-107.03267107834378,6.313579627446825,0.9799023158537167,3,"(6, 8, 12)","['Imports of goods and services (current LCU)', 'Gross national expenditure (constant LCU)', 'Final consumption expenditure (current LCU)']"
0.380034165000665,-114.75422810113963,-113.95422810113963,-106.72489536020974,5.902866786079335,0.9812097163218667,4,"(2, 6, 12, 14)","['Broad money (current LCU)', 'Imports of goods and services (current LCU)', 'Final consumption expenditure (current LCU)', 'Net domestic credit (current LCU)']"
0.3464986242678884,-118.72907301567062,-116.97907301567062,-106.6850739042758,5.1061257611268855,0.9837459398924493,6,"(0, 1, 7, 10, 11, 12)","['Gross value added at basic prices (GVA) (current LCU)', 'Exports as a capacity to import (constant LCU)', 'GDP: linked series (current LCU)', 'Gross national expenditure (current LCU)', 'GNI (current LCU)', 'Final consumption expenditure (current LCU)']"
0.3859449090027998,-112.61663837488638,-112.14605013959226,-106.59463881918896,6.364063147015902,0.9797416143355983,3,"(6, 9, 12)","['Imports of goods and services (current LCU)', 'GNI: linked series (current LCU)', 'Final consumption expenditure (current LCU)']"
0.37235883306263606,-114.53131137034265,-113.73131137034265,-106.50197862941276,5.926839839874331,0.9811334041674908,4,"(0, 3, 6, 11)","['Gross value added at basic prices (GVA) (current LCU)', 'Gross domestic income (constant LCU)', 'Imports of goods and services (current LCU)', 'GNI (current LCU)']"
0.3549713607403758,-118.24014102827869,-116.49014102827869,-106.19614191688386,5.151719905120157,0.9836008024650359,6,"(0, 1, 2, 3, 7, 11)","['Gross value added at basic prices (GVA) (current LCU)', 'Exports as a capacity to import (constant LCU)', 'Broad money (current LCU)', 'Gross domestic income (constant LCU)', 'GDP: linked series (current LCU)', 'GNI (current LCU)']"
0.3550999904972197,-118.2187320706341,-116.4687320706341,-106.17473295923928,5.153725621883889,0.9835944177729304,6,"(0, 1, 2, 4, 7, 13)","['Gross value added at basic prices (GVA) (current LCU)', 'Exports as a capacity to import (constant LCU)', 'Broad money (current LCU)', 'GDP (constant LCU)', 'GDP: linked series (current LCU)', 'GDP (current LCU)']"
0.365572866514369,-112.16255173006407,-111.69196349476995,-106.14055217436666,6.416823117886677,0.9795736663104371,3,"(3, 7, 13)","['Gross domestic income (constant LCU)', 'GDP: linked series (current LCU)', 'GDP (current LCU)']"
0.3569414958495531,-114.14598650476778,-113.34598650476778,-106.11665376383789,5.968508519508693,0.9810007624631805,4,"(0, 4, 7, 13)","['Gross value added at basic prices (GVA) (current LCU)', 'GDP (constant LCU)', 'GDP: linked series (current LCU)', 'GDP (current LCU)']"
0.38167243458862177,-114.12692736107711,-113.32692736107711,-106.09759462014722,5.970577144480768,0.9809941775187022,4,"(2, 6, 9, 11)","['Broad money (current LCU)', 'Imports of goods and services (current LCU)', 'GNI: linked series (current LCU)', 'GNI (current LCU)']"
0.37037855519273477,-116.11364274635731,-114.88915295043894,-106.07697682019496,5.553108508412448,0.9823230833508559,5,"(0, 4, 6, 7, 13)","['Gross value added at basic prices (GVA) (current LCU)', 'GDP (constant LCU)', 'Imports of goods and services (current LCU)', 'GDP: linked series (current LCU)', 'GDP (current LCU)']"
0.38018287806837575,-113.76719412590276,-112.96719412590276,-105.73786138497287,6.009756314934405,0.9808694605373138,4,"(2, 6, 9, 14)","['Broad money (current LCU)', 'Imports of goods and services (current LCU)', 'GNI: linked series (current LCU)', 'Net domestic credit (current LCU)']"
0.363317132130001,-117.60537483765745,-115.85537483765745,-105.56137572626263,5.211521379443747,0.98341043959431,6,"(0, 1, 5, 7, 12, 14)","['Gross value added at basic prices (GVA) (current LCU)', 'Exports as a capacity to import (constant LCU)', 'Exports of goods and services (current LCU)', 'GDP: linked series (current LCU)', 'Final consumption expenditure (current LCU)', 'Net domestic credit (current LCU)']"
0.401471727132206,-111.54810833279709,-111.07752009750297,-105.52610877709967,6.488911855773761,0.9793441900433982,3,"(1, 6, 12)","['Exports as a capacity to import (constant LCU)', 'Imports of goods and services (current LCU)', 'Final consumption expenditure (current LCU)']"
0.35889133447083854,-113.54896624117612,-112.74896624117612,-105.51963350024623,6.0336490734322705,0.9807934039827111,4,"(7, 8, 12, 13)","['GDP: linked series (current LCU)', 'Gross national expenditure (constant LCU)', 'Final consumption expenditure (current LCU)', 'GDP (current LCU)']"
0.3861014840161706,-113.5307799177982,-112.7307799177982,-105.50144717686831,6.035644492284355,0.9807870520714032,4,"(5, 6, 10, 11)","['Exports of goods and services (current LCU)', 'Imports of goods and services (current LCU)', 'Gross national expenditure (current LCU)', 'GNI (current LCU)']"
0.37800466732507915,-113.50462311863086,-112.70462311863086,-105.47529037770097,6.038515595689654,0.980777912639766,4,"(3, 7, 11, 13)","['Gross domestic income (constant LCU)', 'GDP: linked series (current LCU)', 'GNI (current LCU)', 'GDP (current LCU)']"
0.3544542796377004,-117.48023552259426,-115.73023552259426,-105.43623641119943,5.22339244676761,0.9833726510534769,6,"(0, 1, 7, 8, 12, 14)","['Gross value added at basic prices (GVA) (current LCU)', 'Exports as a capacity to import (constant LCU)', 'GDP: linked series (current LCU)', 'Gross national expenditure (constant LCU)', 'Final consumption expenditure (current LCU)', 'Net domestic credit (current LCU)']"
0.3830301251197298,-113.43445757759025,-112.63445757759025,-105.40512483666036,6.0462240700713075,0.9807533746609151,4,"(1, 3, 6, 11)","['Exports as a capacity to import (constant LCU)', 'Gross domestic income (constant LCU)', 'Imports of goods and services (current LCU)', 'GNI (current LCU)']"
0.37569322945458766,-115.2993496165102,-114.07485982059183,-105.26268369034784,5.635935739644454,0.9820594238058372,5,"(2, 6, 8, 11, 12)","['Broad money (current LCU)', 'Imports of goods and services (current LCU)', 'Gross national expenditure (constant LCU)', 'GNI (current LCU)', 'Final consumption expenditure (current LCU)']"
0.39060742092815537,-113.24361648970972,-112.44361648970973,-105.21428374877983,6.0672399275977655,0.9806864759930352,4,"(5, 7, 11, 13)","['Exports of goods and services (current LCU)', 'GDP: linked series (current LCU)', 'GNI (current LCU)', 'GDP (current LCU)']"
0.38172819810408837,-111.1363801812924,-110.66579194599828,-105.11438062559498,6.537669904699356,0.979188981124731,3,"(3, 7, 12)","['Gross domestic income (constant LCU)', 'GDP: linked series (current LCU)', 'Final consumption expenditure (current LCU)']"
0.38212792835218656,-111.02455376271715,-110.55396552742303,-105.00255420701973,6.55097586721255,0.9791466249579235,3,"(2, 7, 12)","['Broad money (current LCU)', 'GDP: linked series (current LCU)', 'Final consumption expenditure (current LCU)']"
0.3781965637926249,-114.95979212309427,-113.7353023271759,-104.92312619693192,5.6708383548760555,0.9819483201565296,5,"(0, 1, 7, 10, 12)","['Gross value added at basic prices (GVA) (current LCU)', 'Exports as a capacity to import (constant LCU)', 'GDP: linked series (current LCU)', 'Gross national expenditure (current LCU)', 'Final consumption expenditure (current LCU)']"
0.404342719315407,-110.91283920817266,-110.44225097287854,-104.89083965247525,6.5642955599533135,0.9791042250844088,3,"(5, 6, 10)","['Exports of goods and services (current LCU)', 'Imports of goods and services (current LCU)', 'Gross national expenditure (current LCU)']"
0.3538985283847479,-118.7888784444416,-116.40589972103734,-104.7375461478143,4.918432788258626,0.9843434130071914,7,"(0, 1, 3, 6, 7, 8, 11)","['Gross value added at basic prices (GVA) (current LCU)', 'Exports as a capacity to import (constant LCU)', 'Gross domestic income (constant LCU)', 'Imports of goods and services (current LCU)', 'GDP: linked series (current LCU)', 'Gross national expenditure (constant LCU)', 'GNI (current LCU)']"
0.38380835485091835,-114.76264695752036,-113.53815716160199,-104.725981031358,5.691201708250421,0.9818834985706105,5,"(4, 6, 11, 12, 14)","['GDP (constant LCU)', 'Imports of goods and services (current LCU)', 'GNI (current LCU)', 'Final consumption expenditure (current LCU)', 'Net domestic credit (current LCU)']"
0.4053815573562756,-110.69313809142596,-110.22254985613185,-104.67113853572855,6.590569511806669,0.9790205886029224,3,"(5, 6, 8)","['Exports of goods and services (current LCU)', 'Imports of goods and services (current LCU)', 'Gross national expenditure (constant LCU)']"
0.37684771370643483,-114.70105691537205,-113.47656711945368,-104.66439098920969,5.697578393461172,0.9818632000057981,5,"(6, 10, 12, 13, 14)","['Imports of goods and services (current LCU)', 'Gross national expenditure (current LCU)', 'Final consumption expenditure (current LCU)', 'GDP (current LCU)', 'Net domestic credit (current LCU)']"
0.4193074283756794,-114.40748294991155,-113.18299315399318,-104.3708170237492,5.728071715703115,0.9817661322256872,5,"(0, 3, 6, 11, 13)","['Gross value added at basic prices (GVA) (current LCU)', 'Gross domestic income (constant LCU)', 'Imports of goods and services (current LCU)', 'GNI (current LCU)', 'GDP (current LCU)']"
0.381049389394327,-114.38374624497126,-113.15925644905289,-104.3470803188089,5.730544350106355,0.9817582612193521,5,"(5, 6, 8, 10, 13)","['Exports of goods and services (current LCU)', 'Imports of goods and services (current LCU)', 'Gross national expenditure (constant LCU)', 'Gross national expenditure (current LCU)', 'GDP (current LCU)']"
0.41824597201262054,-108.2778518720692,-108.04708264129998,-104.26318550160427,7.1414632808498695,0.9772669576009066,2,"(5, 6)","['Exports of goods and services (current LCU)', 'Imports of goods and services (current LCU)']"
0.40332758723203055,-114.2690609921383,-113.04457119621992,-104.23239506597594,5.742506070210582,0.9817201841083173,5,"(3, 6, 9, 12, 13)","['Gross domestic income (constant LCU)', 'Imports of goods and services (current LCU)', 'GNI: linked series (current LCU)', 'Final consumption expenditure (current LCU)', 'GDP (current LCU)']"
0.368810406234273,-113.9452966033826,-112.72080680746423,-103.90863067722024,5.776409742646016,0.9816122603407854,5,"(0, 2, 6, 10, 11)","['Gross value added at basic prices (GVA) (current LCU)', 'Broad money (current LCU)', 'Imports of goods and services (current LCU)', 'Gross national expenditure (current LCU)', 'GNI (current LCU)']"
0.3592818081381544,-117.84093983627056,-115.45796111286631,-103.78960753964327,5.003937928790924,0.9840712290151132,7,"(0, 1, 3, 7, 8, 9, 13)","['Gross value added at basic prices (GVA) (current LCU)', 'Exports as a capacity to import (constant LCU)', 'Gross domestic income (constant LCU)', 'GDP: linked series (current LCU)', 'Gross national expenditure (constant LCU)', 'GNI: linked series (current LCU)', 'GDP (current LCU)']"
0.41247037551707794,-109.76526973939886,-109.29468150410474,-103.74327018370144,6.702697779843012,0.9786636566169745,3,"(5, 6, 13)","['Exports of goods and services (current LCU)', 'Imports of goods and services (current LCU)', 'GDP (current LCU)']"
0.3540532774398039,-117.7938870306725,-115.41090830726824,-103.7425547340452,5.008220657180285,0.9840575960323155,7,"(0, 1, 3, 4, 6, 8, 11)","['Gross value added at basic prices (GVA) (current LCU)', 'Exports as a capacity to import (constant LCU)', 'Gross domestic income (constant LCU)', 'GDP (constant LCU)', 'Imports of goods and services (current LCU)', 'Gross national expenditure (constant LCU)', 'GNI (current LCU)']"
0.3775836234970312,-111.70747971437311,-110.90747971437311,-103.67814697344322,6.239085106363956,0.9801394503231773,4,"(0, 3, 5, 7)","['Gross value added at basic prices (GVA) (current LCU)', 'Gross domestic income (constant LCU)', 'Exports of goods and services (current LCU)', 'GDP: linked series (current LCU)']"
0.3799296249629651,-111.70688452764193,-110.90688452764194,-103.67755178671204,6.239152623468732,0.9801392353995482,4,"(7, 11, 12, 14)","['GDP: linked series (current LCU)', 'GNI (current LCU)', 'Final consumption expenditure (current LCU)', 'Net domestic credit (current LCU)']"
0.383337893701307,-113.65009661934752,-112.42560682342915,-103.61343069318517,5.80749665878834,0.9815133030046026,5,"(0, 3, 5, 6, 14)","['Gross value added at basic prices (GVA) (current LCU)', 'Gross domestic income (constant LCU)', 'Exports of goods and services (current LCU)', 'Imports of goods and services (current LCU)', 'Net domestic credit (current LCU)']"
0.40558605670405495,-113.56289321772168,-112.3384034218033,-103.52622729155932,5.816711843426967,0.9814839687946701,5,"(5, 6, 10, 11, 13)","['Exports of goods and services (current LCU)', 'Imports of goods and services (current LCU)', 'Gross national expenditure (current LCU)', 'GNI (current LCU)', 'GDP (current LCU)']"
0.38565234232177975,-111.47873543441601,-110.67873543441601,-103.44940269348612,6.265087413788723,0.9800566785530351,4,"(0, 7, 13, 14)","['Gross value added at basic prices (GVA) (current LCU)', 'GDP: linked series (current LCU)', 'GDP (current LCU)', 'Net domestic credit (current LCU)']"
0.3710538366700507,-117.2305069257352,-114.84752820233095,-103.1791746291079,5.059784879186783,0.983893454371279,7,"(0, 1, 4, 7, 10, 13, 14)","['Gross value added at basic prices (GVA) (current LCU)', 'Exports as a capacity to import (constant LCU)', 'GDP (constant LCU)', 'GDP: linked series (current LCU)', 'Gross national expenditure (current LCU)', 'GDP (current LCU)', 'Net domestic credit (current LCU)']"
0.37258820906918966,-117.2153075902315,-114.83232886682725,-103.16397529360421,5.061183351830296,0.9838890026872684,7,"(0, 1, 5, 7, 10, 12, 13)","['Gross value added at basic prices (GVA) (current LCU)', 'Exports as a capacity to import (constant LCU)', 'Exports of goods and services (current LCU)', 'GDP: linked series (current LCU)', 'Gross national expenditure (current LCU)', 'Final consumption expenditure (current LCU)', 'GDP (current LCU)']"
0.3798413462401071,-113.1907819091093,-111.96629211319093,-103.15411598294695,5.856199167270407,0.981358270884892,5,"(4, 5, 6, 8, 11)","['GDP (constant LCU)', 'Exports of goods and services (current LCU)', 'Imports of goods and services (current LCU)', 'Gross national expenditure (constant LCU)', 'GNI (current LCU)']"
0.3861450127927899,-113.10821467476845,-111.88372487885007,-103.07154874860609,5.8649972271585735,0.9813302644861188,5,"(1, 5, 6, 8, 14)","['Exports as a capacity to import (constant LCU)', 'Exports of goods and services (current LCU)', 'Imports of goods and services (current LCU)', 'Gross national expenditure (constant LCU)', 'Net domestic credit (current LCU)']"
0.3683460135508211,-117.08096527914495,-114.6979865557407,-103.02963298251765,5.073560845291948,0.9838496020668923,7,"(0, 1, 3, 6, 9, 10, 14)","['Gross value added at basic prices (GVA) (current LCU)', 'Exports as a capacity to import (constant LCU)', 'Gross domestic income (constant LCU)', 'Imports of goods and services (current LCU)', 'GNI: linked series (current LCU)', 'Gross national expenditure (current LCU)', 'Net domestic credit (current LCU)']"
0.40370680385874513,-113.02539092647547,-111.8009011305571,-102.98872500031311,5.8738358996714695,0.9813021288073251,5,"(5, 7, 12, 13, 14)","['Exports of goods and services (current LCU)', 'GDP: linked series (current LCU)', 'Final consumption expenditure (current LCU)', 'GDP (current LCU)', 'Net domestic credit (current LCU)']"
0.3886522695860215,-112.98259357786908,-111.75810378195071,-102.94592765170673,5.878408307552065,0.981287573703122,5,"(7, 9, 12, 13, 14)","['GDP: linked series (current LCU)', 'GNI: linked series (current LCU)', 'Final consumption expenditure (current LCU)', 'GDP (current LCU)', 'Net domestic credit (current LCU)']"
0.3807779731300184,-110.97491904984723,-110.17491904984723,-102.94558630891734,6.322741140383563,0.9798731524940746,4,"(4, 7, 11, 12)","['GDP (constant LCU)', 'GDP: linked series (current LCU)', 'GNI (current LCU)', 'Final consumption expenditure (current LCU)']"
0.37915198765915625,-110.96313585827424,-110.16313585827425,-102.93380311734435,6.324095868589921,0.9798688400594174,4,"(1, 7, 12, 14)","['Exports as a capacity to import (constant LCU)', 'GDP: linked series (current LCU)', 'Final consumption expenditure (current LCU)', 'Net domestic credit (current LCU)']"
0.37659033266356023,-112.95823324852607,-111.7337434526077,-102.92156732236371,5.881012519911675,0.9812792838516365,5,"(7, 8, 11, 12, 13)","['GDP: linked series (current LCU)', 'Gross national expenditure (constant LCU)', 'GNI (current LCU)', 'Final consumption expenditure (current LCU)', 'GDP (current LCU)']"
0.38329267265931716,-112.77969379840498,-111.5552040024866,-102.74302787224262,5.9001343165563105,0.9812184144475978,5,"(3, 6, 9, 10, 11)","['Gross domestic income (constant LCU)', 'Imports of goods and services (current LCU)', 'GNI: linked series (current LCU)', 'Gross national expenditure (current LCU)', 'GNI (current LCU)']"
0.3632145249203844,-116.6649301408188,-114.28195141741455,-102.6135978441915,5.112084172824304,0.9837269727955922,7,"(0, 1, 2, 7, 8, 12, 13)","['Gross value added at basic prices (GVA) (current LCU)', 'Exports as a capacity to import (constant LCU)', 'Broad money (current LCU)', 'GDP: linked series (current LCU)', 'Gross national expenditure (constant LCU)', 'Final consumption expenditure (current LCU)', 'GDP (current LCU)']"
0.3945244450795714,-110.61388099797277,-109.81388099797277,-102.58454825704288,6.3643822117556414,0.9797405986736855,4,"(5, 6, 7, 14)","['Exports of goods and services (current LCU)', 'Imports of goods and services (current LCU)', 'GDP: linked series (current LCU)', 'Net domestic credit (current LCU)']"
0.399454943559406,-110.58907875620793,-109.78907875620793,-102.55974601527804,6.367252876175289,0.979731460639448,4,"(2, 4, 5, 6)","['Broad money (current LCU)', 'GDP (constant LCU)', 'Exports of goods and services (current LCU)', 'Imports of goods and services (current LCU)']"
0.36776586676910294,-114.59673492223416,-112.84673492223416,-102.55273581083934,5.5045463972751625,0.9824776685511234,6,"(0, 4, 6, 9, 10, 11)","['Gross value added at basic prices (GVA) (current LCU)', 'GDP (constant LCU)', 'Imports of goods and services (current LCU)', 'GNI: linked series (current LCU)', 'Gross national expenditure (current LCU)', 'GNI (current LCU)']"
